RA,Fase,Turma,Nome,Ano nasc,Idade,Gênero,Ano ingresso,Instituição de ensino,INDE,Cg,Cf,Ct,Nº Av,Avaliador1,Rec Av1,Avaliador2,Rec Av2,Avaliador3,Rec Av3,Avaliador4,Rec Av4,IAA,IEG,IPS,Rec Psicologia,IDA,Matem,Portug,Inglês,Indicado,Atingiu PV,IPV,IAN,Fase ideal,Defas,Destaque IEG,Destaque IDA,Destaque IPV,ANO_PEDE,ANO_NASC,DATA_NASC_BR,IDADE,Pedra,Nome Anonimizado,Data de Nasc,IPP,Mat,Por,Ing,Fase Ideal,Defasagem,Destaque IPV.1,Avaliador5,Avaliador6,Escola,Ativo/ Inativo,Ativo/ Inativo.1,ENGAJAMENTO_ACADEMICO,SUPORTE_PSICO,SCORE_GERAL,EVOLUCAO_IDA,EVOLUCAO_IEG,RISCO
RA-143,Fase 5,5A,,,1900-01-14 00:00:00,Masculino,2019,Privada - Programa de Apadrinhamento,7.794358333,,,,4.0,Avaliador-24,,Avaliador-7,,Avaliador-23,,Avaliador-8,,8.3,9.6,2.52,,6.5,,,,,,8.3375,10.0,,,,,,2023,2009,08/01/2009,14,Ametista,Aluno-143,2009-01-08 00:00:00,8.28125,9.2,5.0,5.2,Fase 4 (9° ano),1.0,,,,,,,62.4,5.400625,7.04025,-1.4000000000000004,-0.3000000000000007,0
RA-111,Fase 5,5A,,,14,Feminino,2020,Privada - Programa de Apadrinhamento,7.566458333,,,,4.0,Avaliador-24,,Avaliador-7,,Avaliador-23,,Avaliador-8,,7.5,8.7,5.0,,6.0,,,,,,8.0875,10.0,,,,,,2023,2009,27/06/2009,14,Ametista,Aluno-111,6/27/2009,7.65625,6.0,5.2,6.7,Fase 4 (9° ano),1.0,,,,,,,52.199999999999996,6.328125,6.97125,-2.0,-0.7000000000000011,0
RA-112,Fase 5,5A,,,1900-01-16 00:00:00,Feminino,2016,Privada - Programa de Apadrinhamento,7.141308333,,,,4.0,Avaliador-24,,Avaliador-7,,Avaliador-23,,Avaliador-8,,6.7,8.1,5.0,,7.4,,,,,,7.9225,5.0,,,,,,2023,2007,08/09/2007,16,Ametista,Aluno-112,2007-09-08 00:00:00,7.96875,7.3,6.5,8.3,Fase 6 (2° EM),-1.0,,,,,,,59.94,6.484375,7.03375,-1.0999999999999996,0.2999999999999998,0
RA-115,Fase 5,5A,,,16,Feminino,2019,Pública,6.319141667,,,,4.0,Avaliador-24,,Avaliador-7,,Avaliador-23,,Avaliador-8,,8.8,7.1,5.0,,4.2,,,,,,7.215,5.0,,,,,,2023,2006,18/11/2006,16,Ágata,Aluno-115,11/18/2006,7.34375,3.7,3.8,5.2,Fase 6 (2° EM),-1.0,,,,,,,29.82,6.171875,6.4887500000000005,0.40000000000000036,0.2999999999999998,0
RA-1196,Fase 5,5B,,,15,Masculino,2023,Privada,7.03025,,,,4.0,Avaliador-24,,Avaliador-7,,Avaliador-23,,Avaliador-8,,0.0,8.2,5.0,,7.5,,,,,,8.045,10.0,,,,,,2023,2008,13/06/2008,15,Ametista,Aluno-1196,6/13/2008,7.8125,8.0,6.2,8.3,Fase 5 (1° EM),0.0,,,,,,,61.49999999999999,6.40625,5.7025,0.0,0.0,0
RA-52,Fase 5,5B,,,1900-01-14 00:00:00,Masculino,2018,Privada - Programa de Apadrinhamento,7.9642,,,,4.0,Avaliador-24,,Avaliador-7,,Avaliador-23,,Avaliador-8,,10.0,9.8,2.52,,6.4,,,,,,8.2975,10.0,,,,,,2023,2009,02/08/2009,14,Ametista,Aluno-52,2009-08-02 00:00:00,8.125,7.7,4.8,6.7,Fase 4 (9° ano),1.0,,,,,,,62.720000000000006,5.3225,7.369,0.20000000000000018,0.9000000000000004,0
RA-1197,Fase 5,5B,,,16,Feminino,2023,Pública,6.946058333,,,,4.0,Avaliador-24,,Avaliador-7,,Avaliador-23,,Avaliador-8,,6.7,8.4,5.0,,7.3,,,,,,7.215,5.0,,,,,,2023,2007,26/04/2007,16,Ágata,Aluno-1197,4/26/2007,7.03125,5.3,7.2,9.3,Fase 6 (2° EM),-1.0,,,,,,,61.32,6.015625,6.8862499999999995,0.0,0.0,0
RA-108,Fase 5,5B,,,1900-01-17 00:00:00,Feminino,2019,Concluiu o 3º EM,4.9308,,,,4.0,Avaliador-24,,Avaliador-7,,Avaliador-23,,Avaliador-8,,5.8,7.3,2.52,,2.9,,,,,,5.59,5.0,,,,,,2023,2005,11/04/2005,17,Quartzo,Aluno-108,2005-04-11 00:00:00,4.375,2.7,3.2,2.8,Fase 7 (3° EM),-2.0,,,,,,,21.169999999999998,3.4475,4.579,-2.1,-0.40000000000000036,1
RA-1198,Fase 5,5B,,,1900-01-16 00:00:00,Feminino,2023,Pública,7.515233333,,,,4.0,Avaliador-24,,Avaliador-7,,Avaliador-23,,Avaliador-8,,8.3,9.4,6.26,,6.7,,,,,,7.9625,5.0,,,,,,2023,2007,08/11/2007,16,Ametista,Aluno-1198,2007-11-08 00:00:00,7.5,7.3,3.7,9.0,Fase 6 (2° EM),-1.0,,,,,,,62.980000000000004,6.88,7.632000000000001,0.0,0.0,0
RA-127,Fase 5,5B,,,15,Feminino,2022,Pública,7.91935,,,,4.0,Avaliador-24,,Avaliador-7,,Avaliador-23,,Avaliador-8,,8.8,7.8,6.26,,6.4,,,,,,8.6725,10.0,,,,,,2023,2008,18/07/2008,15,Ametista,Aluno-127,7/18/2008,8.4375,4.7,6.3,8.2,Fase 5 (1° EM),0.0,,,,,,,49.92,7.34875,7.539499999999999,-1.5,-0.8999999999999995,0
RA-114,Fase 5,5B,,,1900-01-17 00:00:00,Masculino,2022,Pública,5.335,,,,4.0,Avaliador-24,,Avaliador-7,,Avaliador-23,,Avaliador-8,,0.0,6.0,3.14,,5.6,,,,,,7.255,5.0,,,,,,2023,2006,09/02/2006,17,Quartzo,Aluno-114,2006-02-09 00:00:00,7.5,4.0,4.5,8.3,Fase 7 (3° EM),-2.0,,,,,,,33.599999999999994,5.32,4.448,0.2999999999999998,-0.2999999999999998,1
RA-146,Fase 5,5C,,,1900-01-16 00:00:00,Feminino,2022,Pública,7.584483333,,,,4.0,Avaliador-32,,Avaliador-5,,Avaliador-23,,Avaliador-8,,6.2,9.5,5.0,,7.9,,,,,,8.2125,5.0,,,,,,2023,2007,06/06/2007,16,Ametista,Aluno-146,2007-06-06 00:00:00,8.4375,7.8,5.8,10.0,Fase 6 (2° EM),-1.0,,,,,,,75.05,6.71875,7.407499999999999,0.0,0.3000000000000007,0
RA-1199,Fase 5,5C,,,1900-01-17 00:00:00,Masculino,2023,Pública,7.024933333,,,,4.0,Avaliador-32,,Avaliador-5,,Avaliador-23,,Avaliador-8,,6.7,9.1,5.0,,6.2,,,,,,8.0875,5.0,,,,,,2023,2006,01/11/2006,17,Ametista,Aluno-1199,2006-11-01 00:00:00,6.875,6.8,5.0,6.7,Fase 7 (3° EM),-2.0,,,,,,,56.42,5.9375,6.775,0.0,0.0,0
RA-70,Fase 5,5C,,,17,Feminino,2017,Pública,6.869133333,,,,4.0,Avaliador-32,,Avaliador-5,,Avaliador-23,,Avaliador-8,,9.2,9.2,5.0,,4.3,,,,,,7.545,5.0,,,,,,2023,2006,20/08/2006,17,Ágata,Aluno-70,8/20/2006,7.5,3.0,3.5,6.3,Fase 7 (3° EM),-2.0,,,,,,,39.559999999999995,6.25,7.040000000000001,1.4,2.5999999999999996,0
RA-107,Fase 5,5C,,,15,Feminino,2018,Pública,6.845208333,,,,4.0,Avaliador-32,,Avaliador-5,,Avaliador-23,,Avaliador-8,,0.0,8.5,5.0,,7.0,,,,,,7.5875,10.0,,,,,,2023,2007,25/11/2007,15,Ágata,Aluno-107,11/25/2007,7.34375,6.0,5.2,9.7,Fase 5 (1° EM),0.0,,,,,,,59.5,6.171875,5.56875,2.4000000000000004,2.0999999999999996,0
RA-1200,Fase 5,5C,,,15,Feminino,2023,Pública,5.711166667,,,,4.0,Avaliador-32,,Avaliador-5,,Avaliador-23,,Avaliador-8,,0.0,6.4,5.0,,4.0,,,,,,6.8725,10.0,,,,,,2023,2007,21/12/2007,15,Quartzo,Aluno-1200,12/21/2007,7.5,4.3,2.3,5.5,Fase 5 (1° EM),0.0,,,,,,,25.6,6.25,4.58,0.0,0.0,1
RA-151,Fase 5,5C,,,17,Feminino,2020,Pública,6.892541667,,,,4.0,Avaliador-32,,Avaliador-5,,Avaliador-23,,Avaliador-8,,0.0,7.8,7.52,,7.9,,,,,,8.1725,5.0,,,,,,2023,2006,15/06/2006,17,Ágata,Aluno-151,6/15/2006,8.59375,6.8,7.0,10.0,Fase 7 (3° EM),-2.0,,,,,,,61.620000000000005,8.056875,6.36275,-0.40000000000000036,0.2999999999999998,0
RA-85,Fase 5,5C,,,16,Masculino,2022,Pública,7.08435,,,,4.0,Avaliador-32,,Avaliador-5,,Avaliador-23,,Avaliador-8,,8.8,8.9,6.27,,5.7,,,,,,7.8425,5.0,,,,,,2023,2007,13/02/2007,16,Ametista,Aluno-85,2/13/2007,5.9375,5.8,3.8,7.5,Fase 6 (2° EM),-1.0,,,,,,,50.730000000000004,6.10375,7.1215,1.4000000000000004,1.6000000000000005,0
RA-1201,Fase 5,5C,,,15,Masculino,2023,Pública,8.378008333,,,,4.0,Avaliador-32,,Avaliador-5,,Avaliador-23,,Avaliador-8,,9.2,9.6,3.77,,7.8,,,,,,8.7575,10.0,,,,,,2023,2008,18/02/2008,15,Topázio,Aluno-1201,2/18/2008,8.59375,8.3,6.5,8.5,Fase 5 (1° EM),0.0,,,,,,,74.88,6.181875,7.79275,0.0,0.0,0
RA-131,Fase 5,5F,,,16,Feminino,2016,Pública,5.952358333,,,,4.0,Avaliador-24,,Avaliador-7,,Avaliador-23,,Avaliador-8,,8.3,7.8,5.0,,2.2,,,,,,6.8,5.0,,,,,,2023,2007,15/02/2007,16,Quartzo,Aluno-131,2/15/2007,7.65625,0.0,3.0,3.5,Fase 6 (2° EM),-1.0,,,,,,,17.16,6.328125,6.19125,-3.3999999999999995,-1.2000000000000002,1
RA-132,Fase 5,5F,,,15,Feminino,2019,Privada - Programa de Apadrinhamento,7.350625,,,,4.0,Avaliador-24,,Avaliador-7,,Avaliador-23,,Avaliador-8,,7.5,8.7,2.52,,6.5,,,,,,7.715,10.0,,,,,,2023,2008,28/03/2008,15,Ametista,Aluno-132,3/28/2008,7.65625,6.3,6.5,6.7,Fase 5 (1° EM),0.0,,,,,,,56.55,5.088125,6.57525,-1.2000000000000002,-0.10000000000000142,0
RA-133,Fase 5,5F,,,16,Feminino,2016,Pública,6.168416667,,,,4.0,Avaliador-24,,Avaliador-7,,Avaliador-23,,Avaliador-8,,7.5,7.9,2.52,,5.3,,,,,,6.505,5.0,,,,,,2023,2007,27/04/2007,16,Ágata,Aluno-133,4/27/2007,7.1875,5.0,4.3,6.7,Fase 6 (2° EM),-1.0,,,,,,,41.87,4.85375,6.0815,-0.2999999999999998,0.8000000000000007,0
RA-104,Fase 5,5F,,,1900-01-19 00:00:00,Masculino,2022,Pública,4.25,,,,4.0,Avaliador-24,,Avaliador-7,,Avaliador-23,,Avaliador-8,,0.0,7.7,2.52,,2.6,,,,,,5.6275,2.5,,,,,,2023,2004,08/06/2004,19,Quartzo,Aluno-104,2004-06-08 00:00:00,5.625,3.7,1.8,2.3,Fase 8 (Universitários),-3.0,,,,,,,20.02,4.0725,3.689,-1.1,-0.9999999999999991,1
RA-137,Fase 5,5F,,,17,Feminino,2016,Privada - Programa de Apadrinhamento,5.937025,,,,4.0,Avaliador-24,,Avaliador-7,,Avaliador-23,,Avaliador-8,,7.1,6.3,2.52,,6.0,,,,,,6.88,5.0,,,,,,2023,2005,29/12/2005,17,Quartzo,Aluno-137,12/29/2005,6.40625,7.3,4.5,6.2,Fase 7 (3° EM),-2.0,,,,,,,37.8,4.463125,5.6652499999999995,-1.2999999999999998,-2.6000000000000005,1
RA-144,Fase 5,5F,,,14,Feminino,2017,Privada - Programa de Apadrinhamento,4.990333333,,,,4.0,Avaliador-24,,Avaliador-7,,Avaliador-23,,Avaliador-8,,0.0,5.2,2.52,,4.4,,,,,,6.0,10.0,,,,,,2023,2008,23/12/2008,14,Quartzo,Aluno-144,12/23/2008,6.25,3.3,2.5,7.3,Fase 4 (9° ano),1.0,,,,,,,22.880000000000003,4.385,3.6740000000000004,-3.5,-4.1000000000000005,1
RA-1202,Fase 5,5F,,,16,Feminino,2023,Pública,6.202008333,,,,4.0,Avaliador-24,,Avaliador-7,,Avaliador-23,,Avaliador-8,,7.1,7.6,7.52,,3.3,,,,,,6.67,5.0,,,,,,2023,2007,28/02/2007,16,Ágata,Aluno-1202,2/28/2007,7.34375,4.5,3.3,2.0,Fase 6 (2° EM),-1.0,,,,,,,25.08,7.431875,6.572749999999999,0.0,0.0,0
RA-90,Fase 5,5L,,,14,Feminino,2019,Privada - Programa de Apadrinhamento,8.699408333,,,,4.0,Avaliador-24,,Avaliador-7,,Avaliador-23,,Avaliador-8,,10.0,9.6,7.52,,7.7,,,,,,8.1725,10.0,,,,,,2023,2009,25/02/2009,14,Topázio,Aluno-90,2/25/2009,8.59375,6.7,6.8,9.5,Fase 4 (9° ano),1.0,,,,,,,73.92,8.056875,8.68275,-0.7999999999999998,-0.09999999999999964,0
RA-167,Fase 5,5L,,,1900-01-17 00:00:00,Feminino,2018,Privada - Programa de Apadrinhamento,7.806141667,,,,4.0,Avaliador-24,,Avaliador-7,,Avaliador-23,,Avaliador-8,,8.8,9.9,5.0,,7.9,,,,,,7.8375,5.0,,,,,,2023,2006,08/10/2006,17,Ametista,Aluno-167,2006-10-08 00:00:00,7.96875,8.3,7.2,8.3,Fase 7 (3° EM),-2.0,,,,,,,78.21000000000001,6.484375,7.91375,0.0,0.20000000000000107,0
RA-168,Fase 5,5L,,,15,Feminino,2018,Privada - Programa de Apadrinhamento,6.483083333,,,,4.0,Avaliador-24,,Avaliador-7,,Avaliador-23,,Avaliador-8,,0.0,9.6,6.89,,4.7,,,,,,6.4225,10.0,,,,,,2023,2007,15/11/2007,15,Ágata,Aluno-168,11/15/2007,6.5625,4.3,3.0,6.7,Fase 5 (1° EM),0.0,,,,,,,45.12,6.72625,5.5505,-1.2000000000000002,1.299999999999999,0
RA-1203,Fase 5,5L,,,1900-01-16 00:00:00,Feminino,2023,Pública,7.487841667,,,,4.0,Avaliador-24,,Avaliador-7,,Avaliador-23,,Avaliador-8,,9.2,10.0,2.52,,7.2,,,,,,7.8775,5.0,,,,,,2023,2007,10/04/2007,16,Ametista,Aluno-1203,2007-04-10 00:00:00,7.96875,6.7,5.8,9.2,Fase 6 (2° EM),-1.0,,,,,,,72.0,5.244375,7.377750000000001,0.0,0.0,0
RA-155,Fase 5,5L,,,17,Masculino,2022,Pública,6.318991667,,,,4.0,Avaliador-24,,Avaliador-7,,Avaliador-23,,Avaliador-8,,7.9,8.1,5.0,,4.4,,,,,,6.5875,5.0,,,,,,2023,2006,18/06/2006,17,Ágata,Aluno-155,6/18/2006,7.03125,5.3,2.8,5.2,Fase 7 (3° EM),-2.0,,,,,,,35.64,6.015625,6.48625,-0.7999999999999998,-0.20000000000000107,0
RA-94,Fase 5,5L,,,1900-01-16 00:00:00,Feminino,2018,Privada - Programa de Apadrinhamento,7.289333333,,,,4.0,Avaliador-24,,Avaliador-7,,Avaliador-23,,Avaliador-8,,7.5,9.6,2.52,,7.2,,,,,,7.795,5.0,,,,,,2023,2007,07/01/2007,16,Ametista,Aluno-94,2007-01-07 00:00:00,8.75,7.7,4.8,9.0,Fase 6 (2° EM),-1.0,,,,,,,69.12,5.635,7.114,-0.5,0.0,0
RA-81,Fase 5,5L,,,15,Feminino,2017,Privada - Programa de Apadrinhamento,7.45425,,,,4.0,Avaliador-24,,Avaliador-7,,Avaliador-23,,Avaliador-8,,9.6,8.8,2.52,,6.3,,,,,,7.2125,10.0,,,,,,2023,2008,22/03/2008,15,Ametista,Aluno-81,3/22/2008,7.8125,8.7,4.7,5.5,Fase 5 (1° EM),0.0,,,,,,,55.440000000000005,5.16625,7.0065,0.2999999999999998,-0.3999999999999986,0
RA-302,Fase 5,5L,,,17,Masculino,2022,Pública,5.314333333,,,,4.0,Avaliador-24,,Avaliador-7,,Avaliador-23,,Avaliador-8,,0.0,7.3,5.0,,4.3,,,,,,6.255,5.0,,,,,,2023,2006,18/02/2006,17,Quartzo,Aluno-302,2/18/2006,7.5,4.7,2.3,5.8,Fase 7 (3° EM),-2.0,,,,,,,31.389999999999997,6.25,4.82,-0.5,-0.40000000000000036,1
RA-171,Fase 5,5L,,,17,Masculino,2022,Pública,6.293083333,,,,4.0,Avaliador-24,,Avaliador-7,,Avaliador-23,,Avaliador-8,,7.5,7.2,5.0,,5.2,,,,,,6.755,5.0,,,,,,2023,2006,16/09/2006,17,Ágata,Aluno-171,9/16/2006,7.1875,4.5,4.8,6.2,Fase 7 (3° EM),-2.0,,,,,,,37.440000000000005,6.09375,6.4174999999999995,-0.2999999999999998,0.40000000000000036,0
RA-160,Fase 5,5L,,,16,Feminino,2021,Privada - Programa de Apadrinhamento,6.598266667,,,,4.0,Avaliador-24,,Avaliador-7,,Avaliador-23,,Avaliador-8,,8.8,8.3,2.52,,5.0,,,,,,7.46,5.0,,,,,,2023,2007,21/09/2007,16,Ágata,Aluno-160,9/21/2007,8.125,3.3,3.8,8.0,Fase 6 (2° EM),-1.0,,,,,,,41.5,5.3225,6.549000000000001,-0.2999999999999998,1.1000000000000005,0
RA-1204,Fase 5,5L,,,16,Masculino,2023,Pública,6.940416667,,,,4.0,Avaliador-24,,Avaliador-7,,Avaliador-23,,Avaliador-8,,7.5,8.7,5.0,,6.1,,,,,,7.2125,5.0,,,,,,2023,2007,16/04/2007,16,Ágata,Aluno-1204,4/16/2007,7.8125,5.0,3.7,9.7,Fase 6 (2° EM),-1.0,,,,,,,53.06999999999999,6.40625,7.022499999999999,0.0,0.0,0
RA-1205,Fase 5,5L,,,18,Feminino,2023,Pública,6.806466667,,,,4.0,Avaliador-24,,Avaliador-7,,Avaliador-23,,Avaliador-8,,9.2,9.2,6.26,,5.0,,,,,,7.085,2.5,,,,,,2023,2005,13/05/2005,18,Ágata,Aluno-1205,5/13/2005,7.5,5.2,3.7,6.2,Fase 8 (Universitários),-3.0,,,,,,,46.0,6.88,7.4319999999999995,0.0,0.0,0
RA-173,Fase 5,5L,,,17,Masculino,2019,Privada - Programa de Apadrinhamento,7.757466667,,,,4.0,Avaliador-24,,Avaliador-7,,Avaliador-23,,Avaliador-8,,9.2,8.5,6.26,,8.1,,,,,,7.8775,5.0,,,,,,2023,2005,16/11/2005,17,Ametista,Aluno-173,11/16/2005,8.125,9.0,6.2,9.2,Fase 7 (3° EM),-2.0,,,,,,,68.85,7.1925,8.037,0.1999999999999993,-0.6999999999999993,0
RA-166,Fase 5,5L,,,1900-01-15 00:00:00,Masculino,2020,Privada - Programa de Apadrinhamento,8.105583333,,,,4.0,Avaliador-24,,Avaliador-7,,Avaliador-23,,Avaliador-8,,7.5,8.9,6.26,,8.1,,,,,,7.4625,10.0,,,,,,2023,2008,06/03/2008,15,Topázio,Aluno-166,2008-03-06 00:00:00,8.4375,7.0,7.2,10.0,Fase 5 (1° EM),0.0,,,,,,,72.09,7.34875,7.839499999999999,0.0,-0.09999999999999964,0
RA-175,Fase 5,5L,,,1900-01-16 00:00:00,Feminino,2018,Privada - Programa de Apadrinhamento,6.569516667,,,,4.0,Avaliador-24,,Avaliador-7,,Avaliador-23,,Avaliador-8,,8.8,9.2,2.52,,4.8,,,,,,7.085,5.0,,,,,,2023,2007,03/04/2007,16,Ágata,Aluno-175,2007-04-03 00:00:00,7.1875,5.0,5.0,4.5,Fase 6 (2° EM),-1.0,,,,,,,44.16,4.85375,6.5015,-1.1000000000000005,0.0,0
RA-153,Fase 5,5M,,,15,Feminino,2018,Privada - Programa de Apadrinhamento,7.289966667,,,,4.0,Avaliador-24,,Avaliador-7,,Avaliador-23,,Avaliador-8,,9.2,7.4,2.52,,6.4,,,,,,7.71,10.0,,,,,,2023,2008,15/08/2008,15,Ametista,Aluno-153,8/15/2008,8.125,6.0,5.3,8.0,Fase 5 (1° EM),0.0,,,,,,,47.36000000000001,5.3225,6.728999999999999,-0.1999999999999993,-0.7999999999999989,0
RA-1206,Fase 5,5M,,,17,Feminino,2023,Pública,6.724183333,,,,4.0,Avaliador-24,,Avaliador-7,,Avaliador-23,,Avaliador-8,,8.8,8.3,2.52,,5.6,,,,,,7.7125,5.0,,,,,,2023,2006,17/05/2006,17,Ágata,Aluno-1206,5/17/2006,7.8125,4.7,3.7,8.3,Fase 7 (3° EM),-2.0,,,,,,,46.480000000000004,5.16625,6.6065,0.0,0.0,0
RA-157,Fase 5,5M,,,13,Feminino,2018,Privada - Programa de Apadrinhamento,7.879008333,,,,4.0,Avaliador-24,,Avaliador-7,,Avaliador-23,,Avaliador-8,,7.1,9.9,2.52,,6.8,,,,,,8.63,10.0,,,,,,2023,2010,13/03/2010,13,Ametista,Aluno-157,3/13/2010,8.59375,6.0,6.8,7.5,Fase 3 (7° e 8° ano),2.0,,,,,,,67.32000000000001,5.556875,6.9827499999999985,-0.9000000000000004,-0.09999999999999964,0
RA-1207,Fase 5,5M,,,1900-01-15 00:00:00,Feminino,2023,Pública,7.58235,,,,4.0,Avaliador-24,,Avaliador-7,,Avaliador-23,,Avaliador-8,,8.8,9.0,5.0,,5.5,,,,,,7.63,10.0,,,,,,2023,2008,02/12/2008,15,Ametista,Aluno-1207,2008-12-02 00:00:00,7.8125,5.0,4.0,7.5,Fase 5 (1° EM),0.0,,,,,,,49.5,6.40625,7.222499999999999,0.0,0.0,0
RA-1208,Fase 5,5M,,,15,Masculino,2023,Pública,7.0651,,,,4.0,Avaliador-24,,Avaliador-7,,Avaliador-23,,Avaliador-8,,8.8,8.8,2.52,,6.2,,,,,,6.2525,10.0,,,,,,2023,2008,29/02/2008,15,Ametista,Aluno-1208,2/29/2008,6.875,5.0,4.8,8.8,Fase 5 (1° EM),0.0,,,,,,,54.56000000000001,4.6975,6.639,0.0,0.0,0
RA-1209,Fase 5,5M,,,16,Feminino,2023,Pública,7.43375,,,,4.0,Avaliador-24,,Avaliador-7,,Avaliador-23,,Avaliador-8,,7.5,9.4,5.0,,7.4,,,,,,7.7125,5.0,,,,,,2023,2007,23/10/2007,16,Ametista,Aluno-1209,10/23/2007,7.8125,7.7,5.7,8.8,Fase 6 (2° EM),-1.0,,,,,,,69.56,6.40625,7.422499999999999,0.0,0.0,0
RA-158,Fase 5,5M,,,1900-01-14 00:00:00,Feminino,2017,Privada - Programa de Apadrinhamento,7.297425,,,,4.0,Avaliador-24,,Avaliador-7,,Avaliador-23,,Avaliador-8,,7.1,9.0,2.52,,6.0,,,,,,7.545,10.0,,,,,,2023,2009,01/05/2009,14,Ametista,Aluno-158,2009-05-01 00:00:00,8.28125,6.0,5.7,6.3,Fase 4 (9° ano),1.0,,,,,,,54.0,5.400625,6.580250000000001,-0.5999999999999996,-0.8000000000000007,0
RA-161,Fase 5,5M,,,14,Feminino,2018,Privada - Programa de Apadrinhamento,6.250166667,,,,4.0,Avaliador-24,,Avaliador-7,,Avaliador-23,,Avaliador-8,,0.0,7.3,2.52,,5.8,,,,,,7.795,10.0,,,,,,2023,2009,29/05/2009,14,Ágata,Aluno-161,5/29/2009,8.125,7.0,4.5,6.0,Fase 4 (9° ano),1.0,,,,,,,42.339999999999996,5.3225,4.749,-1.1000000000000005,-1.7999999999999998,0
RA-164,Fase 5,5M,,,16,Masculino,2018,Privada,5.638666667,,,,4.0,Avaliador-24,,Avaliador-7,,Avaliador-23,,Avaliador-8,,0.0,8.2,2.52,,5.8,,,,,,6.9625,5.0,,,,,,2023,2006,29/12/2006,16,Quartzo,Aluno-164,12/29/2006,6.875,6.0,4.2,7.3,Fase 6 (2° EM),-1.0,,,,,,,47.559999999999995,4.6975,4.679,-0.7000000000000002,0.8999999999999995,1
RA-1210,Fase 5,5M,,,16,Feminino,2023,Pública,7.171083333,,,,4.0,Avaliador-24,,Avaliador-7,,Avaliador-23,,Avaliador-8,,9.6,9.4,5.0,,4.7,,,,,,8.09,5.0,,,,,,2023,2007,20/10/2007,16,Ametista,Aluno-1210,10/20/2007,7.8125,5.0,2.0,7.0,Fase 6 (2° EM),-1.0,,,,,,,44.18000000000001,6.40625,7.3025,0.0,0.0,0
RA-165,Fase 5,5M,,,1900-01-15 00:00:00,Feminino,2017,Privada - Programa de Apadrinhamento,7.583433333,,,,4.0,Avaliador-24,,Avaliador-7,,Avaliador-23,,Avaliador-8,,6.7,9.2,2.52,,7.3,,,,,,7.795,10.0,,,,,,2023,2008,08/02/2008,15,Ametista,Aluno-165,2008-02-08 00:00:00,8.125,7.3,6.2,8.3,Fase 5 (1° EM),0.0,,,,,,,67.16,5.3225,6.769,-0.2999999999999998,-0.6000000000000014,0
RA-1211,Fase 5,5M,,,16,Feminino,2023,Pública,7.09205,,,,4.0,Avaliador-24,,Avaliador-7,,Avaliador-23,,Avaliador-8,,7.1,9.1,5.0,,6.2,,,,,,7.7125,5.0,,,,,,2023,2007,24/07/2007,16,Ametista,Aluno-1211,7/24/2007,7.8125,6.3,4.5,7.8,Fase 6 (2° EM),-1.0,,,,,,,56.42,6.40625,7.0424999999999995,0.0,0.0,0
RA-1212,Fase 5,5M,,,16,Feminino,2023,Pública,6.755358333,,,,4.0,Avaliador-24,,Avaliador-7,,Avaliador-23,,Avaliador-8,,8.3,8.9,5.0,,4.2,,,,,,7.715,5.0,,,,,,2023,2007,20/07/2007,16,Ágata,Aluno-1212,7/20/2007,7.65625,0.0,3.5,9.0,Fase 6 (2° EM),-1.0,,,,,,,37.38,6.328125,6.811250000000001,0.0,0.0,0
RA-1213,Fase 5,5M,,,1900-01-17 00:00:00,Feminino,2023,Pública,5.95625,,,,4.0,Avaliador-24,,Avaliador-7,,Avaliador-23,,Avaliador-8,,0.0,8.4,2.52,,6.0,,,,,,7.715,5.0,,,,,,2023,2006,07/03/2006,17,Quartzo,Aluno-1213,2006-03-07 00:00:00,7.8125,6.7,4.8,6.5,Fase 7 (3° EM),-2.0,,,,,,,50.400000000000006,5.16625,4.9465,0.0,0.0,1
RA-40,Fase 6,6A,,,17,Feminino,2016,Privada - Programa de Apadrinhamento,7.169975,,,,4.0,Avaliador-24,,Avaliador-7,,Avaliador-23,,Avaliador-8,,7.5,8.2,7.52,,5.9,,,,,,7.755,5.0,,,,,,2023,2006,28/08/2006,17,Ametista,Aluno-40,8/28/2006,7.96875,6.2,5.7,5.8,Fase 7 (3° EM),-1.0,,,,,,,48.379999999999995,7.744375,7.417750000000001,-0.8999999999999995,0.39999999999999947,0
RA-1214,Fase 6,6A,,,16,Masculino,2023,Pública,8.378666667,,,,4.0,Avaliador-24,,Avaliador-7,,Avaliador-23,,Avaliador-8,,9.6,9.8,6.89,,7.4,,,,,,7.6725,10.0,,,,,,2023,2007,28/02/2007,16,Topázio,Aluno-1214,2/28/2007,7.5,8.0,5.0,9.3,Fase 6 (2° EM),0.0,,,,,,,72.52000000000001,7.195,8.238000000000001,0.0,0.0,0
RA-71,Fase 6,6A,,,1900-01-18 00:00:00,Feminino,2019,Pública,7.3651,,,,4.0,Avaliador-24,,Avaliador-7,,Avaliador-23,,Avaliador-8,,6.7,9.8,6.26,,6.6,,,,,,7.7125,5.0,,,,,,2023,2005,04/11/2005,18,Ametista,Aluno-71,2005-11-04 00:00:00,7.5,7.3,5.5,7.0,Fase 8 (Universitários),-2.0,,,,,,,64.68,6.88,7.372,5.3999999999999995,7.800000000000001,0
