RA,Fase,Turma,Nome,Ano nasc,Idade,Gênero,Ano ingresso,Instituição de ensino,INDE,Cg,Cf,Ct,Nº Av,Avaliador1,Rec Av1,Avaliador2,Rec Av2,Avaliador3,Rec Av3,Avaliador4,Rec Av4,IAA,IEG,IPS,Rec Psicologia,IDA,Matem,Portug,Inglês,Indicado,Atingiu PV,IPV,IAN,Fase ideal,Defas,Destaque IEG,Destaque IDA,Destaque IPV,ANO_PEDE,ANO_NASC,DATA_NASC_BR,IDADE,Pedra,Nome Anonimizado,Data de Nasc,IPP,Mat,Por,Ing,Fase Ideal,Defasagem,Destaque IPV.1,Avaliador5,Avaliador6,Escola,Ativo/ Inativo,Ativo/ Inativo.1,ENGAJAMENTO_ACADEMICO,SUPORTE_PSICO,SCORE_GERAL,EVOLUCAO_IDA,EVOLUCAO_IEG,RISCO
RA-632,Fase 3,3P,,,12,Feminino,2022,Pública,7.515491249000001,,,,4.0,Avaliador-21,,Avaliador-23,,Avaliador-5,,Avaliador-26,,7.917,8.999164578333334,6.875,,4.166666666666667,,,,,,7.875,10.0,,,,,,2024,2012,21/04/2012,12,Ametista,Aluno-632,2012-04-21 00:00:00,8.28125,0.0,6.0,6.5,Fase 3 (7° e 8° ano),0.0,,,,EE Maria André Schunck Dona,Cursando,Cursando,37.49651907638889,7.578125,7.247816249,-3.2333333333333334,-0.10083542166666604,0
RA-633,Fase 3,3P,,,13,Feminino,2021,Pública,5.228470175466667,,,,4.0,Avaliador-21,,Avaliador-23,,Avaliador-5,,Avaliador-26,,4.584,4.707017544,2.51,,3.3333333333333335,,,,,,6.1175,10.0,,,,,,2024,2011,03/06/2011,13,Quartzo,Aluno-633,2011-06-03 00:00:00,6.875,4.0,6.0,0.0,Fase 3 (7° e 8° ano),0.0,,,,EE Maria André Schunck Dona,Cursando,Cursando,15.690058480000001,4.6925,4.401870175466667,-3.8666666666666667,-3.3929824559999995,1
RA-1137,Fase 2,3P,,,11,Feminino,2023,Pública,7.1837526524666675,,,,4.0,Avaliador-21,,Avaliador-23,,Avaliador-5,,Avaliador-26,,8.334,7.588638262333333,8.13,,3.5,,,,,,7.4575,10.0,,,,,,2024,2013,27/02/2013,11,Ametista,Aluno-1137,2013-02-27 00:00:00,8.28125,1.0,4.5,5.0,Fase 2 (5° e 6° ano),1.0,,,,EE Maria André Schunck Dona,Cursando,Cursando,26.560233918166666,8.205625000000001,7.166777652466666,-3.0,-2.2113617376666674,0
RA-646,Fase 4,3P,,,14,Masculino,2021,Pública,7.715491666666668,,,,4.0,Avaliador-21,,Avaliador-23,,Avaliador-5,,Avaliador-26,,10.002,9.266666666666667,7.51,,6.166666666666667,,,,,,7.7475,5.0,,,,,,2024,2009,19/12/2009,14,Ametista,Aluno-646,2009-12-19 00:00:00,8.28125,9.0,4.5,5.0,Fase 4 (9° ano),-1.0,,,,EE Donizetti Aparecido Leite Professor,Cursando,Cursando,57.14444444444445,7.895625,8.245316666666666,-2.2333333333333334,0.36666666666666714,0
RA-1550,Fase 4,3P,,,15,Masculino,2024,Pública,6.064236111066667,,,,4.0,Avaliador-21,,Avaliador-23,,Avaliador-5,,Avaliador-26,,9.585,5.222222222,7.51,,4.333333333333333,,,,,,6.2025,5.0,,,,,,2024,2009,21/10/2009,15,Ágata,Aluno-1550,2009-10-21 00:00:00,7.03125,5.0,3.0,5.0,Fase 4 (9° ano),-1.0,,,,EE Maria André Schunck Dona,Cursando,Cursando,22.629629628666667,7.270625,6.736361111066667,0.0,0.0,0
RA-1139,Fase 2,3P,,,12,Masculino,2023,Pública,6.906276357600001,,,,4.0,Avaliador-21,,Avaliador-23,,Avaliador-5,,Avaliador-26,,8.334,6.152715121333333,7.51,,4.666666666666667,,,,,,7.04,10.0,,,,,,2024,2012,16/09/2012,12,Ágata,Aluno-1139,2012-09-16 00:00:00,7.5,5.0,3.0,6.0,Fase 2 (5° e 6° ano),1.0,,,,EE Maria André Schunck Dona,Cursando,Cursando,28.712670566222226,7.505,6.8326763576000005,-0.6333333333333329,-2.9472848786666663,0
RA-444,Fase 4,3P,,,14,Masculino,2021,Pública,5.410188638266668,,,,4.0,Avaliador-21,,Avaliador-23,,Avaliador-5,,Avaliador-26,,8.334,6.377276524666667,2.51,,3.6666666666666665,,,,,,5.96,5.0,,,,,,2024,2009,15/12/2009,14,Quartzo,Aluno-444,2009-12-15 00:00:00,6.25,2.0,5.0,4.0,Fase 4 (9° ano),-1.0,,,,EE Maria André Schunck Dona,Cursando,Cursando,23.38334725711111,4.38,5.427588638266667,-1.0333333333333337,-1.5227234753333336,1
RA-445,Fase 3,3P,,,14,Masculino,2022,Pública,7.3416246032,,,,4.0,Avaliador-21,,Avaliador-23,,Avaliador-5,,Avaliador-26,,7.917,8.715873016,7.51,,4.0,,,,,,7.3725,10.0,,,,,,2024,2010,30/07/2010,14,Ametista,Aluno-445,2010-07-30 00:00:00,7.8125,3.0,6.0,3.0,Fase 3 (7° e 8° ano),0.0,,,,EE Maria André Schunck Dona,Cursando,Cursando,34.863492064,7.66125,7.191074603199999,-4.4,-0.08412698400000096,0
RA-639,Fase 3,3P,,,12,Feminino,2021,Pública,5.7693807644,,,,4.0,Avaliador-21,,Avaliador-23,,Avaliador-5,,Avaliador-26,,7.917,5.278195488666667,2.51,,3.8333333333333335,,,,,,6.1625,10.0,,,,,,2024,2012,24/02/2012,12,Quartzo,Aluno-639,2012-02-24 00:00:00,6.71875,1.0,4.5,6.0,Fase 3 (7° e 8° ano),0.0,,,,EE Maria André Schunck Dona,Cursando,Cursando,20.23308270655556,4.614375,5.251455764399999,-2.4666666666666663,-2.8218045113333323,1
RA-1142,Fase 3,3P,,,12,Feminino,2023,Pública,8.390566666666668,,,,4.0,Avaliador-21,,Avaliador-23,,Avaliador-5,,Avaliador-26,,8.334,9.133333333333333,7.51,,8.5,,,,,,7.335,10.0,,,,,,2024,2012,28/05/2012,12,Topázio,Aluno-1142,2012-05-28 00:00:00,8.125,10.0,8.0,7.5,Fase 3 (7° e 8° ano),0.0,,,,EM Cecilia Cristina de Oliveira Rodrigues,Cursando,Cursando,77.63333333333333,7.8175,8.320466666666666,-1.5,-0.8666666666666671,0
RA-1551,Fase 5,3P,,,15,Masculino,2024,Pública,5.9717087542,,,,4.0,Avaliador-21,,Avaliador-23,,Avaliador-5,,Avaliador-26,,9.585,4.7710437709999995,7.51,,3.5,,,,,,6.79,5.0,,,,,,2024,2009,04/05/2009,15,Quartzo,Aluno-1551,2009-05-04 00:00:00,7.5,1.0,5.5,4.0,Fase 5 (1° EM),-2.0,,,,EE Donizetti Aparecido Leite Professor,Cursando,Cursando,16.698653198499997,7.505,6.5732087542,0.0,0.0,1
RA-458,Fase 4,3P,,,15,Masculino,2021,Pública,5.680161507933333,,,,4.0,Avaliador-21,,Avaliador-23,,Avaliador-5,,Avaliador-26,,8.751,3.7396825396666666,6.88,,4.0,,,,,,6.83,5.0,,,,,,2024,2009,12/09/2009,15,Quartzo,Aluno-458,2009-09-12 00:00:00,7.03125,3.0,4.0,5.0,Fase 4 (9° ano),-1.0,,,,EE Maria André Schunck Dona,Cursando,Cursando,14.958730158666667,6.9556249999999995,6.080386507933333,0.20000000000000018,-3.1603174603333337,1
RA-1552,Fase 3,3P,,,13,Masculino,2024,Pública,7.443301282066667,,,,4.0,Avaliador-21,,Avaliador-23,,Avaliador-5,,Avaliador-26,,9.585,9.743589743666666,7.51,,3.1666666666666665,,,,,,7.165,10.0,,,,,,2024,2011,23/02/2011,13,Ametista,Aluno-1552,2011-02-23 00:00:00,7.1875,1.0,4.5,4.0,Fase 3 (7° e 8° ano),0.0,,,,EM Cecilia Cristina de Oliveira Rodrigues,Cursando,Cursando,30.85470085494444,7.34875,7.438551282066666,0.0,0.0,0
RA-1170,Fase 5,3P,,,15,Masculino,2023,Pública,6.095440873,,,,4.0,Avaliador-21,,Avaliador-23,,Avaliador-5,,Avaliador-26,,9.168,5.565079365,8.13,,3.5,,,,,,6.7475,5.0,,,,,,2024,2009,07/04/2009,15,Ágata,Aluno-1170,2009-04-07 00:00:00,7.03125,1.0,2.5,7.0,Fase 5 (1° EM),-2.0,,,,EE Donizetti Aparecido Leite Professor,Cursando,Cursando,19.4777777775,7.580625,6.6788658729999995,-2.4000000000000004,-2.1349206350000003,0
RA-642,Fase 3,3P,,,12,Feminino,2021,Pública,7.082591269866667,,,,4.0,Avaliador-21,,Avaliador-23,,Avaliador-5,,Avaliador-26,,9.585,9.149206349333333,3.76,,4.0,,,,,,6.9975,10.0,,,,,,2024,2012,02/01/2012,12,Ametista,Aluno-642,2012-01-02 00:00:00,7.1875,2.0,5.0,5.0,Fase 3 (7° e 8° ano),0.0,,,,EE Maria André Schunck Dona,Cursando,Cursando,36.59682539733333,5.47375,6.736341269866666,-2.5,-0.05079365066666597,0
RA-1553,Fase 3,3R,,,13,Masculino,2024,Pública,7.641184313700001,,,,3.0,Avaliador-20,,Avaliador-21,,Avaliador-23,,,,8.334,9.003921568666668,7.51,,4.333333333333333,,,,,,7.78,10.0,,,,,,2024,2011,16/05/2011,13,Ametista,Aluno-1553,2011-05-16 00:00:00,8.333333333,6.0,5.0,2.0,Fase 3 (7° e 8° ano),0.0,,,,EE Donizetti Aparecido Leite Professor,Cursando,Cursando,39.016993464222224,7.9216666665,7.502917646999999,0.0,0.0,0
RA-1554,Fase 5,3R,,,15,Masculino,2024,Pública,6.941692592633334,,,,3.0,Avaliador-20,,Avaliador-21,,Avaliador-23,,,,6.666,9.629629629666667,8.76,,4.0,,,,,,7.22,5.0,,,,,,2024,2009,14/03/2009,15,Ágata,Aluno-1554,2009-03-14 00:00:00,7.291666667,3.0,,5.0,Fase 5 (1° EM),-2.0,,,,EE Maria André Schunck Dona,Cursando,Cursando,38.51851851866667,8.0258333335,7.269459259333334,0.0,0.0,0
RA-649,Fase 3,3R,,,14,Feminino,2021,Pública,6.985329691766667,,,,3.0,Avaliador-20,,Avaliador-21,,Avaliador-23,,,,8.751,6.004481792666667,8.76,,3.6666666666666665,,,,,,7.333333333,10.0,,,,,,2024,2010,08/07/2010,14,Ágata,Aluno-649,2010-07-08 00:00:00,8.333333333,5.5,4.0,1.5,Fase 3 (7° e 8° ano),0.0,,,,EE Paschoal Carlos Magno,Cursando,Cursando,22.016433239777776,8.5466666665,7.103096358466667,-2.8333333333333335,-3.295518207333334,0
RA-1136,Fase 4,3R,,,14,Feminino,2023,Pública,5.458179831866667,,,,3.0,Avaliador-20,,Avaliador-21,,Avaliador-23,,,,8.751,4.547899159666667,8.135,,1.6666666666666667,,,,,,6.383333333,5.0,,,,,,2024,2009,23/11/2009,14,Quartzo,Aluno-1136,2009-11-23 00:00:00,7.5,1.0,2.0,2.0,Fase 4 (9° ano),-1.0,,,,EE Donizetti Aparecido Leite Professor,Cursando,Cursando,7.579831932777778,7.8175,6.120113165266666,-4.933333333333333,-3.552100840333333,1
RA-653,Fase 3,3R,,,13,Feminino,2022,Pública,8.103217647033333,,,,3.0,Avaliador-20,,Avaliador-21,,Avaliador-23,,,,8.751,9.537254901999999,8.76,,5.166666666666667,,,,,,7.89,10.0,,,,,,2024,2011,29/03/2011,13,Topázio,Aluno-653,2011-03-29 00:00:00,8.333333333,6.5,4.5,4.5,Fase 3 (7° e 8° ano),0.0,,,,EE Donizetti Aparecido Leite Professor,Cursando,Cursando,49.275816993666666,8.5466666665,8.109650980333331,-2.7333333333333334,-0.2627450980000017,0
RA-456,Fase 3,3R,,,13,Feminino,2022,Pública,8.331124561366668,,,,3.0,Avaliador-20,,Avaliador-21,,Avaliador-23,,,,7.083,9.382456140333334,7.51,,6.5,,,,,,8.893333333,10.0,,,,,,2024,2010,20/11/2010,13,Topázio,Aluno-456,2010-11-20 00:00:00,9.166666667,9.0,6.0,4.5,Fase 3 (7° e 8° ano),0.0,,,,EE Donizetti Aparecido Leite Professor,Cursando,Cursando,60.98596491216667,8.3383333335,7.9284245614666675,-3.4000000000000004,1.082456140333333,0
RA-655,Fase 3,3R,,,14,Feminino,2021,Pública,8.238600000066668,,,,3.0,Avaliador-20,,Avaliador-21,,Avaliador-23,,,,7.501,10.0,8.76,,6.833333333333333,,,,,,7.166666667,10.0,,,,,,2024,2010,23/09/2010,14,Topázio,Aluno-655,2010-09-23 00:00:00,8.125,8.0,4.0,8.5,Fase 3 (7° e 8° ano),0.0,,,,EE Donizetti Aparecido Leite Professor,Cursando,Cursando,68.33333333333333,8.442499999999999,8.243866666666666,-1.4666666666666677,0.09999999999999964,0
RA-656,Fase 3,3R,,,13,Feminino,2021,Pública,6.668152941266667,,,,3.0,Avaliador-20,,Avaliador-21,,Avaliador-23,,,,9.168,5.978431372666667,7.51,,4.166666666666667,,,,,,6.106666667,10.0,,,,,,2024,2011,22/06/2011,13,Ágata,Aluno-656,2011-06-22 00:00:00,7.5,5.0,3.5,4.0,Fase 3 (7° e 8° ano),0.0,,,,EE Donizetti Aparecido Leite Professor,Cursando,Cursando,24.910130719444446,7.505,6.864619607866667,-3.133333333333333,-2.9215686273333334,0
RA-657,Fase 3,3R,,,13,Feminino,2021,Pública,8.207433333400001,,,,3.0,Avaliador-20,,Avaliador-21,,Avaliador-23,,,,8.751,9.6,6.885,,7.5,,,,,,7.056666667,10.0,,,,,,2024,2010,09/11/2010,13,Topázio,Aluno-657,2010-11-09 00:00:00,8.125,8.0,4.5,10.0,Fase 3 (7° e 8° ano),0.0,,,,EE Donizetti Aparecido Leite Professor,Cursando,Cursando,72.0,7.505,8.1722,-0.6999999999999993,-0.40000000000000036,0
RA-1555,Fase 3,3R,,,13,Masculino,2024,Pública,7.4827333334,,,,3.0,Avaliador-20,,Avaliador-21,,Avaliador-23,,,,8.334,10.0,6.255,,3.0,,,,,,8.056666667,10.0,,,,,,2024,2011,13/01/2011,13,Ametista,Aluno-1555,2011-01-13 00:00:00,8.125,9.0,0.0,0.0,Fase 3 (7° e 8° ano),0.0,,,,EE Donizetti Aparecido Leite Professor,Cursando,Cursando,30.0,7.1899999999999995,7.142799999999999,0.0,0.0,0
RA-461,Fase 3,3R,,,13,Feminino,2021,Pública,7.5447559291,,,,3.0,Avaliador-20,,Avaliador-21,,Avaliador-23,,,,8.751,9.182446312,7.51,,4.5,,,,,,7.056666667,10.0,,,,,,2024,2010,30/12/2010,13,Ametista,Aluno-461,2010-12-30 00:00:00,7.708333333,3.0,4.5,6.0,Fase 3 (7° e 8° ano),0.0,,,,EE Donizetti Aparecido Leite Professor,Cursando,Cursando,41.321008404,7.6091666665,7.530355929,-2.9000000000000004,1.2824463119999994,0
RA-398,Fase 3,3U,,,12,Feminino,2022,Pública,7.2457999999666685,,,,3.0,Avaliador-21,,Avaliador-23,,Avaliador-20,,,,7.083,5.733333333333333,7.51,,8.0,,,,,,6.553333333,10.0,,,,,,2024,2012,06/01/2012,12,Ametista,Aluno-398,2012-01-06 00:00:00,7.291666667,8.5,7.5,8.0,Fase 3 (7° e 8° ano),0.0,,,,EE Donizetti Aparecido Leite Professor,Cursando,Cursando,45.86666666666667,7.4008333335,7.123600000066666,1.5,-2.3666666666666663,0
RA-586,Fase 2,3U,,,11,Feminino,2021,Privada - Programa de Apadrinhamento,8.702387301666668,,,,3.0,Avaliador-21,,Avaliador-23,,Avaliador-20,,,,9.168,9.241269841333333,7.51,,8.5,,,,,,8.056666667,10.0,,,,,,2024,2012,18/11/2012,11,Topázio,Aluno-586,2012-11-18 00:00:00,8.75,7.5,8.0,10.0,Fase 2 (5° e 6° ano),1.0,,,,Colégio Arco Íris Evolução,Cursando,Cursando,78.55079365133332,8.129999999999999,8.633853968266667,0.09999999999999964,-0.7587301586666673,0
RA-623,Fase 4,3U,,,15,Masculino,2022,Pública,6.357733333300001,,,,3.0,Avaliador-21,,Avaliador-23,,Avaliador-20,,,,8.334,7.3999999999999995,6.885,,4.0,,,,,,7.05,5.0,,,,,,2024,2009,25/09/2009,15,Ágata,Aluno-623,2009-09-25 00:00:00,6.458333333,3.5,2.5,6.0,Fase 4 (9° ano),-1.0,,,,EE Donizetti Aparecido Leite Professor,Cursando,Cursando,29.599999999999998,6.6716666665,6.6154666666,-3.3,-2.1000000000000005,0
RA-588,Fase 2,3U,,,11,Feminino,2021,Privada - Programa de Apadrinhamento,8.676133333333334,,,,3.0,Avaliador-21,,Avaliador-23,,Avaliador-20,,,,9.168,9.833333333333334,7.51,,7.833333333333333,,,,,,8.0,10.0,,,,,,2024,2013,16/05/2013,11,Topázio,Aluno-588,2013-05-16 00:00:00,8.75,8.5,8.0,7.0,Fase 2 (5° e 6° ano),1.0,,,,Colégio Arco Íris Evolução,Cursando,Cursando,77.02777777777779,8.129999999999999,8.618933333333334,0.033333333333333215,0.23333333333333428,0
RA-626,Fase 3,3U,,,13,Masculino,2021,Pública,6.407590225500001,,,,3.0,Avaliador-21,,Avaliador-23,,Avaliador-20,,,,9.585,3.380451127666667,6.885,,5.333333333333333,,,,,,6.443333333,10.0,,,,,,2024,2011,27/06/2011,13,Ágata,Aluno-626,2011-06-27 00:00:00,7.291666667,5.5,3.5,7.0,Fase 3 (7° e 8° ano),0.0,,,,EE Donizetti Aparecido Leite Professor,Cursando,Cursando,18.029072680888888,7.0883333335,6.4950902256,-1.166666666666667,-5.819548872333332,0
RA-1556,Fase 3,3U,,,14,Masculino,2024,Pública,6.666811111166668,,,,3.0,Avaliador-21,,Avaliador-23,,Avaliador-20,,,,7.917,5.222222222333333,7.51,,4.0,,,,,,7.44,10.0,,,,,,2024,2010,31/07/2010,14,Ágata,Aluno-1556,2010-07-31 00:00:00,7.916666667,3.5,,4.5,Fase 3 (7° e 8° ano),0.0,,,,EE Donizetti Aparecido Leite Professor,Cursando,Cursando,20.888888889333334,7.7133333335,6.513177777866666,0.0,0.0,0
RA-455,Fase 3,3U,,,14,Feminino,2022,Pública,7.098988888900001,,,,3.0,Avaliador-21,,Avaliador-23,,Avaliador-20,,,,8.751,6.111111111,8.13,,4.5,,,,,,7.276666667,10.0,,,,,,2024,2010,28/06/2010,14,Ametista,Aluno-455,2010-06-28 00:00:00,8.333333333,3.0,6.5,4.0,Fase 3 (7° e 8° ano),0.0,,,,EE Donizetti Aparecido Leite Professor,Cursando,Cursando,27.499999999499998,8.2316666665,7.1650888888,-1.7999999999999998,-1.7888888890000008,0
RA-614,Fase 4,3U,,,14,Masculino,2021,Pública,7.8284999999666685,,,,3.0,Avaliador-21,,Avaliador-23,,Avaliador-20,,,,9.585,9.700000000000001,7.51,,6.833333333333333,,,,,,7.603333333,5.0,,,,,,2024,2010,13/06/2010,14,Ametista,Aluno-614,2010-06-13 00:00:00,7.916666667,8.0,4.5,8.0,Fase 4 (9° ano),-1.0,,,,EE Paschoal Carlos Magno,Cursando,Cursando,66.28333333333333,7.7133333335,8.309000000066668,-1.7666666666666666,0.6000000000000014,0
RA-434,Fase 3,3U,,,13,Masculino,2022,Pública,6.610947619100001,,,,3.0,Avaliador-21,,Avaliador-23,,Avaliador-20,,,,7.084,5.061904762,7.51,,5.5,,,,,,6.55,10.0,,,,,,2024,2011,19/01/2011,13,Ágata,Aluno-434,2011-01-19 00:00:00,7.291666667,5.5,5.5,5.5,Fase 3 (7° e 8° ano),0.0,,,,EE Donizetti Aparecido Leite Professor,Cursando,Cursando,27.840476191,7.4008333335,6.4895142858,-1.0999999999999996,-2.938095238,0
RA-603,Fase 3,3U,,,12,Masculino,2022,Pública,6.942277777866667,,,,3.0,Avaliador-21,,Avaliador-23,,Avaliador-20,,,,9.585,7.155555555666666,6.885,,4.666666666666667,,,,,,6.216666667,10.0,,,,,,2024,2011,25/11/2011,12,Ágata,Aluno-603,2011-11-25 00:00:00,6.875,4.5,5.5,4.0,Fase 3 (7° e 8° ano),0.0,,,,EE Donizetti Aparecido Leite Professor,Cursando,Cursando,33.39259259311111,6.88,7.033444444466667,-2.333333333333333,-1.7444444443333342,0
RA-1133,Fase 2,3U,,,11,Feminino,2023,Pública,8.238553968266668,,,,4.0,Avaliador-20,,Avaliador-21,,Avaliador-26,,Avaliador-10,,9.168,9.841269841333334,8.75,,4.5,,,,,,8.83,10.0,,,,,,2024,2013,19/02/2013,11,Topázio,Aluno-1133,2013-02-19 00:00:00,8.125,5.0,3.5,5.0,Fase 2 (5° e 6° ano),1.0,,,,EE Donizetti Aparecido Leite Professor,Cursando,Cursando,44.285714286,8.4375,8.076853968266667,-2.0,-0.15873015866666584,0
RA-616,Fase 3,3U,,,14,Masculino,2021,Pública,5.457877193033333,,,,3.0,Avaliador-21,,Avaliador-23,,Avaliador-20,,,,7.5,3.087719298333333,6.885,,3.8333333333333335,,,,,,4.946666667,10.0,,,,,,2024,2010,09/08/2010,14,Quartzo,Aluno-616,2010-08-09 00:00:00,6.458333333,3.0,3.5,5.0,Fase 3 (7° e 8° ano),0.0,,,,EE Donizetti Aparecido Leite Professor,Cursando,Cursando,11.836257310277777,6.6716666665,5.552877192933333,-2.9666666666666663,-3.5122807016666666,1
RA-1134,Fase 3,3U,,,12,Masculino,2023,Pública,7.7564571427,,,,3.0,Avaliador-21,,Avaliador-23,,Avaliador-20,,,,8.751,8.914285714,7.51,,6.0,,,,,,6.883333333,10.0,,,,,,2024,2011,28/11/2011,12,Ametista,Aluno-1134,2011-11-28 00:00:00,7.708333333,6.0,5.5,6.5,Fase 3 (7° e 8° ano),0.0,,,,EE Donizetti Aparecido Leite Professor,Cursando,Cursando,53.485714284,7.6091666665,7.776723809399999,-0.7999999999999998,-0.7857142859999993,0
RA-1557,Fase 3,3U,,,14,Feminino,2024,Pública,8.228500000033334,,,,3.0,Avaliador-21,,Avaliador-23,,Avaliador-20,,,,9.585,8.916666666666666,7.51,,7.0,,,,,,7.72,10.0,,,,,,2024,2010,07/08/2010,14,Topázio,Aluno-1557,2010-08-07 00:00:00,7.916666667,6.0,,8.0,Fase 3 (7° e 8° ano),0.0,,,,EE Donizetti Aparecido Leite Professor,Cursando,Cursando,62.416666666666664,7.7133333335,8.185666666733333,0.0,0.0,0
RA-670,Fase 2,3U,,,12,Feminino,2022,Privada - Programa de Apadrinhamento,8.8602539683,,,,3.0,Avaliador-21,,Avaliador-23,,Avaliador-20,,,,9.585,9.441269841333334,7.51,,8.666666666666666,,,,,,8.166666667,10.0,,,,,,2024,2012,05/09/2012,12,Topázio,Aluno-670,2012-09-05 00:00:00,8.958333333,9.0,7.0,10.0,Fase 2 (5° e 6° ano),1.0,,,,Colégio Arco Íris Evolução,Cursando,Cursando,81.82433862488888,8.2341666665,8.8322539682,1.666666666666666,0.7412698413333345,0
RA-620,Fase 3,3U,,,14,Masculino,2021,Pública,5.766892063566667,,,,3.0,Avaliador-21,,Avaliador-23,,Avaliador-20,,,,8.334,3.9841269843333333,7.51,,2.5,,,,,,5.886666667,10.0,,,,,,2024,2010,22/07/2010,14,Quartzo,Aluno-620,2010-07-22 00:00:00,7.083333333,3.5,2.5,1.5,Fase 3 (7° e 8° ano),0.0,,,,EE Donizetti Aparecido Leite Professor,Cursando,Cursando,9.960317460833334,7.2966666665,5.882292063466666,-3.7,-4.4158730156666675,1
RA-1149,Fase 5,4A,,,15,Feminino,2023,Pública,8.1371,,,,5.0,Avaliador-21,,Avaliador-23,,Avaliador-26,,Avaliador-1,,8.334,10.0,10.0,,6.0,,,,,,8.706,5.0,,,,,,2024,2009,09/06/2009,15,Topázio,Aluno-1149,2009-06-09 00:00:00,8.625,2.0,6.0,10.0,Fase 5 (1° EM),-1.0,,Avaliador-5,,EE Joaquim Mendes Feliz,Cursando,Cursando,60.0,9.3125,8.591800000000001,-1.2000000000000002,0.1999999999999993,0
RA-1558,Fase 5,4A,,,16,Masculino,2024,Pública,7.643772047733333,,,,5.0,Avaliador-21,,Avaliador-23,,Avaliador-26,,Avaliador-1,,9.168,8.705360238666666,8.755,,5.5,,,,,,8.302,5.0,,,,,,2024,2008,30/07/2008,16,Ametista,Aluno-1558,2008-07-30 00:00:00,8.5,5.0,5.5,6.0,Fase 5 (1° EM),-1.0,,Avaliador-5,,EE Joaquim Mendes Feliz,Cursando,Cursando,47.87948131266666,8.627500000000001,8.125672047733334,0.0,0.0,0
RA-326,Fase 3,4A,,,14,Feminino,2022,Privada,8.832389092333335,,,,5.0,Avaliador-21,,Avaliador-23,,Avaliador-26,,Avaliador-1,,9.168,8.973112128333334,6.26,,9.333333333333334,,,,,,8.704,10.0,,,,,,2024,2010,21/07/2010,14,Topázio,Aluno-326,2010-07-21 00:00:00,8.875,10.0,9.0,9.0,Fase 3 (7° e 8° ano),1.0,,Avaliador-5,,Recanto Betânia Centro Educacional,Cursando,Cursando,83.74904653111112,7.5675,8.521889092333334,1.1333333333333346,-0.42688787166666664,0
RA-339,Fase 3,4A,,,13,Feminino,2021,Pública,7.711540746133334,,,,5.0,Avaliador-21,,Avaliador-23,,Avaliador-26,,Avaliador-1,,7.5,7.155537064000001,5.635,,8.166666666666666,,,,,,7.668,10.0,,,,,,2024,2011,01/06/2011,13,Ametista,Aluno-339,2011-06-01 00:00:00,8.0,8.0,7.0,9.5,Fase 3 (7° e 8° ano),1.0,,Avaliador-5,,EE Leonice de Aquino Oliveira,Cursando,Cursando,58.43688602266667,6.8175,7.291440746133333,1.0666666666666664,-1.7444629359999997,0
RA-179,Fase 3,4A,,,13,Masculino,2022,Privada,8.932712280733334,,,,5.0,Avaliador-21,,Avaliador-23,,Avaliador-26,,Avaliador-1,,9.168,9.407894737,9.38,,8.166666666666666,,,,,,8.44,10.0,,,,,,2024,2010,24/11/2010,13,Topázio,Aluno-179,2010-11-24 00:00:00,8.75,7.0,8.0,9.5,Fase 3 (7° e 8° ano),1.0,,Avaliador-5,,Recanto Betânia Centro Educacional,Cursando,Cursando,76.83114035216666,9.065000000000001,8.974512280733332,1.7666666666666657,0.007894736999999097,0
RA-1559,Fase 5,4A,,,15,Feminino,2024,Pública,6.330428437666668,,,,5.0,Avaliador-21,,Avaliador-23,,Avaliador-26,,Avaliador-1,,7.917,5.2929755216666665,6.885,,4.666666666666667,,,,,,7.604,5.0,,,,,,2024,2009,29/01/2009,15,Ágata,Aluno-1559,2009-01-29 00:00:00,8.375,8.0,0.0,6.0,Fase 5 (1° EM),-1.0,,Avaliador-5,,EE Paschoal Carlos Magno,Cursando,Cursando,24.700552434444447,7.63,6.627328437666667,0.0,0.0,0
RA-332,Fase 3,4A,,,15,Masculino,2021,Privada - Programa de Apadrinhamento,8.421271701,,,,5.0,Avaliador-21,,Avaliador-23,,Avaliador-26,,Avaliador-1,,9.585,7.605358505000001,9.38,,7.0,,,,,,8.706,10.0,,,,,,2024,2009,06/05/2009,15,Topázio,Aluno-332,2009-05-06 00:00:00,8.625,7.0,7.0,7.0,Fase 3 (7° e 8° ano),1.0,,Avaliador-5,,Colégio Arco Íris Evolução,Cursando,Cursando,53.23750953500001,9.002500000000001,8.439071701,0.20000000000000018,-0.7946414949999996,0
RA-1560,Fase 3,4A,,,14,Feminino,2024,Privada,8.4721031746,,,,5.0,Avaliador-21,,Avaliador-23,,Avaliador-26,,Avaliador-1,,9.168,9.206349206333334,5.635,,8.166666666666666,,,,,,8.336,10.0,,,,,,2024,2010,04/08/2010,14,Topázio,Aluno-1560,2010-08-04 00:00:00,8.5,6.0,8.5,10.0,Fase 3 (7° e 8° ano),1.0,,Avaliador-5,,Colégio Arco Íris Evolução,Cursando,Cursando,75.18518518505556,7.0675,8.135203174599999,0.0,0.0,0
